order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged
100106,2026-01-11,北京,clothing,0,0.25,22.6,15.1,35.1,bubble,5.1,38.0,0.0
100127,2026-07-12,深圳,books,0,2.56,52.6,15.5,23.7,cardboard,11.56,41.0,0.0
100995,2026-05-18,西安,ceramics,0,2.62,23.4,43.7,29.1,cardboard,13.23,110.0,0.0
100847,2026-04-13,深圳,ceramics,1,1.02,43.1,11.7,18.2,cardboard,8.27,129.0,0.0
100856,2026-02-16,杭州,clothing,0,0.38,52.5,27.4,12.2,bubble,5.06,37.0,0.0
100356,2026-07-07,深圳,clothing,0,0.86,32.4,23.9,15.7,bubble,6.73,35.0,0.0
101640,2026-08-06,成都市,clothing,0,0.21,47.9,35.4,11.2,bubble,6.1,28.0,0.0
100683,2026-08-07,上海,electronics,0,0.77,22.5,16.6,13.1,bubble,7.14,102.0,0.0
101380,2026-06-17,武汉,ceramics,1,1.16,50.1,17.6,28.4,cardboard,9.71,98.0,0.0
100890,2026-03-21,武汉,glass,1,1.0,47.9,17.9,35.4,cardboard,10.87,159.0,0.0
100210,2026-01-01,上海,glass,1,2.63,34.4,30.9,36.4,wood,15.77,154.0,0.0
100987,2026-01-30,武汉,books,0,1.53,26.8,44.8,24.7,bubble,7.46,40.0,0.0
100141,2026-08-07,上海,glass,1,2.45,29.1,19.5,9.6,cardboard,11.74,153.0,0.0
101458,2026-03-22,广州,clothing,0,0.75,41.8,22.9,17.2,cardboard,9.77,38.0,0.0
101358,2026-01-18,成都,glass,1,1.51,27.8,18.2,9.7,bubble,8.42,168.0,0.0
101122,2026-03-28,西安,books,0,0.94,17.3,28.6,11.0,bubble,9.05,53.0,0.0
101816,2026-04-27,成都,ceramics,1,3.93,48.3,44.9,6.4,wood,17.23,104.0,0.0
101113,2026-06-20,上海,electronics,0,1.9,36.1,26.1,12.1,bubble,10.13,110.0,0.0
100866,2026-01-10,广州,glass,1,4.4,19.0,44.5,38.4,cardboard,16.37,173.0,0.0
100910,2026-02-20,成都,clothing,0,0.42,59.8,17.5,9.5,cardboard,7.97,39.0,0.0
100712,2026-04-21,上海,clothing,0,0.63,18.1,31.0,8.7,cardboard,7.84,29.0,0.0
101285,2026-06-07,武汉,books,0,0.44,48.5,39.8,30.9,bubble,8.06,46.0,0.0
101103,2026-03-13,武汉,glass,1,4.04,16.6,41.4,33.7,wood,19.25,129.0,0.0
101659,2026-05-01,广州,ceramics,0,1.08,32.2,18.3,15.2,cardboard,8.87,90.0,0.0
100011,2026-02-04,杭州,glass,1,1.65,23.0,40.0,31.5,cardboard,10.56,176.0,0.0
101720,2026-01-03,西安市,glass,1,1.3,,39.0,28.9,cardboard,11.83,190.0,0.0
101286,2026-05-12,杭州,clothing,0,,49.0,29.0,32.2,bubble,9.65,35.0,0.0
100283,2026-02-06,上海,glass,1,3.51,28.6,18.9,29.9,cardboard,13.35,176.0,0.0
100811,2026-03-15,西安,glass,1,3.36,58.3,38.3,38.5,wood,21.01,159.0,0.0
101108,2026-01-16,成都,clothing,0,1.02,43.5,24.4,16.5,bubble,7.37,24.0,0.0
100292,2026-07-27,成都,glass,1,0.82,19.3,22.3,29.5,wood,14.48,133.0,0.0
100755,2026-08-15,北京,electronics,1,1.89,56.3,40.5,15.7,cardboard,12.57,112.0,0.0
100627,2026-04-17,成都,glass,1,3.01,36.5,38.6,31.1,wood,20.01,153.0,0.0
100964,2026-06-18,上海,glass,0,3.65,36.9,25.4,36.8,cardboard,13.59,181.0,0.0
100880,2026-03-18,上海,electronics,1,2.52,17.6,29.2,18.4,cardboard,12.64,,0.0
100130,2026-03-18,上海,glass,1,2.32,18.5,37.3,20.6,wood,15.75,123.0,0.0
101193,2026-06-20,杭州,electronics,0,4.22,23.3,36.3,19.1,wood,19.34,89.0,0.0
100844,2026-07-24,杭州,electronics,0,1.22,57.0,32.8,8.3,cardboard,9.14,94.0,0.0
100324,2026-01-04,深圳,books,0,1.98,37.7,41.7,11.5,bubble,10.05,52.0,0.0
101106,2026-03-09,北京,glass,1,2.08,43.4,31.8,18.7,cardboard,11.52,133.0,0.0
101477,2026-08-20,西安,electronics,0,4.18,59.7,12.7,28.0,bubble,12.31,88.0,0.0
101488,2026-07-27,杭州,ceramics,1,2.61,36.7,44.4,7.5,cardboard,11.44,114.0,0.0
101894,2026-05-01,北京,ceramics,1,2.66,21.3,12.2,16.2,wood,16.99,86.0,0.0
101846,2026-08-18,杭州,electronics,0,3.23,19.1,17.9,19.5,cardboard,12.49,117.0,0.0
101808,2026-06-06,北京,books,0,1.21,25.8,38.7,12.7,bubble,6.74,,0.0
100696,2026-07-14,西安市,ceramics,1,,49.7,22.9,27.1,wood,20.48,90.0,0.0
100216,2026-04-20,成都,ceramics,1,2.51,26.3,22.8,,wood,14.1,88.0,0.0
101642,2026-04-28,广州,books,0,2.15,25.1,41.0,19.7,cardboard,10.01,47.0,0.0
101945,2026-02-18,武汉,clothing,0,0.73,41.4,17.8,32.1,bubble,8.59,25.0,0.0
100159,2026-01-05,西安市,electronics,0,4.81,48.5,28.6,21.7,cardboard,15.75,92.0,0.0
101074,2026-08-06,西安,electronics,1,1.61,24.5,30.3,20.4,wood,15.09,111.0,0.0
101779,2026-02-20,深圳,glass,0,0.96,27.9,29.4,34.9,cardboard,11.22,170.0,0.0
100969,2026-04-22,武汉,clothing,0,0.58,40.8,27.0,31.3,bubble,8.67,32.0,0.0
100842,2026-02-25,西安,clothing,0,1.4,17.0,40.0,6.6,bubble,8.38,41.0,0.0
100635,2026-08-05,武汉,electronics,1,0.76,55.8,28.2,32.9,wood,18.15,103.0,0.0
100517,2026-06-12,武汉,electronics,0,3.96,19.8,28.7,34.9,cardboard,15.95,134.0,0.0
101449,2026-01-18,杭州,electronics,0,,58.9,22.2,33.0,cardboard,15.05,83.0,0.0
101544,2026-01-17,武汉,ceramics,1,1.51,43.7,20.4,7.0,cardboard,9.48,117.0,0.0
100598,2026-06-30,成都,ceramics,1,3.57,26.6,10.1,38.8,wood,15.56,95.0,0.0
100196,2026-07-26,北京,electronics,1,3.45,51.0,31.1,35.0,cardboard,14.5,104.0,0.0
101667,2026-03-31,杭州,electronics,1,1.03,42.2,11.6,25.8,cardboard,9.04,139.0,0.0
100888,2026-05-26,深圳,ceramics,1,3.37,38.3,33.1,12.8,wood,18.33,92.0,0.0
100411,2026-04-10,成都,electronics,0,1.85,49.3,18.6,8.0,cardboard,10.64,131.0,
100097,2026-06-20,西安,books,0,1.95,29.4,44.2,19.0,bubble,8.85,41.0,0.0
101781,2026-06-11,成都,clothing,0,0.84,27.4,40.9,19.3,cardboard,10.87,35.0,0.0
100967,2026-02-09,深圳,electronics,0,3.76,21.5,21.7,14.4,cardboard,12.82,107.0,0.0
100157,2026-04-12,西安,electronics,0,1.49,37.3,11.9,17.2,bubble,7.23,103.0,0.0
100420,2026-08-12,西安,glass,1,2.16,39.7,25.6,22.9,wood,17.57,177.0,0.0
101831,2026-08-02,西安,electronics,0,2.36,49.4,11.2,11.2,bubble,9.56,120.0,0.0
100478,2026-03-04,北京 ,clothing,0,0.98,23.7,32.8,25.5,bubble,8.03,30.0,0.0
101885,2026-02-28,西安,glass,1,4.58,19.0,13.7,36.4,wood,19.8,130.0,0.0
100669,2026-01-18,武汉,clothing,0,,50.3,42.0,37.4,cardboard,12.67,33.0,0.0
101054,2026-03-21,上海,glass,1,1.19,38.5,18.1,32.2,wood,14.12,150.0,0.0
101902,2026-06-22,西安,books,0,2.38,38.3,,8.7,bubble,10.47,53.0,0.0
101318,2026-05-10,成都,ceramics,1,3.06,42.9,21.0,15.5,wood,16.63,137.0,0.0
100448,2026-06-06,上海,glass,1,1.71,27.9,36.5,27.0,cardboard,10.72,176.0,0.0
100554,2026-08-03,西安,glass,1,1.07,21.3,29.4,11.9,cardboard,7.64,158.0,0.0
100179,2026-02-01,成都,ceramics,1,1.37,47.8,39.7,21.5,wood,16.18,,0.0
100391,2026-06-26,北京,clothing,0,0.72,39.0,34.1,21.5,bubble,8.12,30.0,0.0
100579,2026-03-30,成都,books,0,2.2,28.3,40.7,15.2,cardboard,12.3,52.0,0.0
101028,2026-08-13,杭州,glass,1,2.21,21.7,21.9,29.2,cardboard,10.71,206.0,0.0
101732,2026-02-16,成都,books,0,2.99,34.7,35.7,7.5,wood,18.67,37.0,0.0
101306,2026-05-25,西安,electronics,0,0.72,33.3,21.7,6.8,bubble,5.59,106.0,0.0
101668,2026-08-14,西安,electronics,0,2.06,58.4,24.9,5.7,cardboard,10.27,107.0,0.0
100917,2026-07-06,广州,electronics,1,4.87,58.9,37.0,37.8,wood,23.12,97.0,0.0
100821,2026-06-10,深圳,electronics,1,1.0,42.3,20.8,,cardboard,9.05,139.0,0.0
101853,2026-02-02,西安,electronics,0,1.85,46.9,33.7,18.7,bubble,9.56,107.0,0.0
101005,2026-07-25,杭州,glass,1,2.55,20.3,40.5,16.5,bubble,8.7,127.0,0.0
101068,2026-02-19,杭州市,glass,1,1.09,18.1,30.7,31.4,bubble,7.5,153.0,0.0
100665,2026-06-04,深圳,glass,1,1.0,56.9,35.6,17.2,cardboard,11.32,144.0,0.0
100143,2026-02-17,武汉,electronics,0,0.57,33.3,29.9,24.3,bubble,5.96,93.0,0.0
101616,2026-01-28,上海,books,0,1.29,41.1,39.0,19.9,bubble,6.61,55.0,0.0
101450,2026-05-07,北京,electronics,0,,39.1,31.9,21.4,cardboard,14.17,138.0,0.0
100865,2026-01-20,西安,electronics,0,3.08,51.7,19.2,24.0,wood,18.3,,0.0
100422,2026-05-19,西安,electronics,0,2.03,24.9,17.0,5.0,cardboard,10.72,96.0,0.0
100637,2026-05-05,西安,electronics,1,999.0,26.0,43.9,18.4,cardboard,15.55,113.0,1.0
101753,2026-05-04,成都,books,0,2.95,22.4,32.0,28.8,cardboard,14.32,50.0,0.0
100800,2026-02-22,武汉,books,0,2.68,41.4,43.7,38.2,bubble,11.79,51.0,0.0
101300,2026-03-21,上海,clothing,0,1.01,46.0,40.2,16.8,bubble,9.45,29.0,0.0
100616,2026-02-28,武汉,clothing,0,,17.7,32.9,22.7,bubble,7.87,37.0,0.0
100295,2026-05-29,西安,glass,1,2.15,56.4,20.5,9.0,wood,17.02,192.0,0.0
100942,2026-08-08,武汉,electronics,0,3.77,26.5,28.3,5.5,cardboard,14.18,81.0,0.0
101356,2026-07-11, 上海,electronics,1,4.56,17.6,37.3,12.4,wood,19.98,,0.0
101933,2026-04-02,成都,electronics,0,3.8,39.5,40.8,21.5,cardboard,14.74,117.0,0.0
100089,2026-07-24,西安,electronics,1,0.64,29.5,31.3,21.3,bubble,7.3,91.0,0.0
100042,2026-05-12,广州,electronics,1,0.91,35.6,37.4,27.3,bubble,8.6,136.0,0.0
101830,2026-03-30,广州,glass,1,2.48,47.7,39.0,9.4,cardboard,11.72,198.0,0.0
101964,2026-04-01,北京,glass,1,4.37,20.2,14.6,32.3,wood,17.84,134.0,0.0
100132,2026-01-28,北京,ceramics,1,4.18,24.1,38.0,26.6,cardboard,13.34,100.0,0.0
101800,2026-06-28,成都,books,0,0.76,28.0,30.4,39.3,bubble,8.76,52.0,0.0
101010,2026-05-16,上海,ceramics,0,1.09,30.9,17.8,8.0,cardboard,8.44,96.0,0.0
101085,2026-02-17,武汉,ceramics,1,2.42,18.7,44.7,34.6,wood,17.18,87.0,0.0
101884,2026-07-28,杭州,electronics,1,4.99,46.3,36.6,23.4,wood,20.51,117.0,0.0
101363,2026-08-19,武汉,clothing,0,1.22,32.1,40.3,6.1,bubble,5.22,40.0,0.0
101522,2026-04-06,西安,glass,1,0.96,20.7,34.0,19.9,bubble,7.58,203.0,0.0
100165,2026-05-12,深圳,glass,1,1.16,48.4,18.3,34.0,cardboard,9.91,162.0,0.0
100725,2026-07-18,西安,clothing,0,1410.0,24.1,43.1,38.1,bubble,8.66,34.0,0.0
100291,2026-05-08,西安,ceramics,1,2.24,21.9,42.6,31.7,wood,17.48,118.0,0.0
101160,2026-08-30,杭州,glass,1,1.02,36.1,36.8,8.5,wood,12.94,165.0,0.0
101559,2026-08-12,北京,electronics,0,3.61,26.6,23.1,17.6,cardboard,13.95,131.0,0.0
101927,2026-08-14,广州,glass,1,1.09,58.1,38.6,7.7,wood,14.56,122.0,0.0
101035,2026-05-19,广州,clothing,0,0.39,40.8,15.8,11.0,bubble,7.67,36.0,0.0
101381,2026-05-20,上海,clothing,0,0.51,27.3,25.8,20.3,bubble,6.17,33.0,1.0
100779,2026-02-27,深圳,electronics,1,3.3,31.3,28.7,5.1,wood,19.43,88.0,0.0
100840,2026-05-28,深圳,clothing,0,0.51,50.0,38.9,12.3,bubble,6.5,31.0,0.0
100349,2026-05-05,成都,glass,1,2.77,45.9,11.4,32.8,wood,17.11,177.0,0.0
101975,2026-07-20,深圳,clothing,0,1.02,37.3,41.2,6.3,bubble,7.35,40.0,0.0
100572,2026-07-24,北京,clothing,0,1.25,58.4,17.2,22.5,cardboard,9.83,37.0,0.0
100918,2026-02-01,杭州,books,0,2.62,28.4,21.4,35.1,bubble,10.49,54.0,0.0
101203,2026-02-12,北京,clothing,0,0.38,33.3,18.7,29.6,wood,13.86,36.0,0.0
101917,2026-07-06,武汉,electronics,0,0.89,43.1,29.5,12.6,cardboard,7.72,94.0,0.0
101491,2026-07-29,上海,clothing,0,0.99,20.7,21.4,9.4,bubble,6.78,37.0,0.0
101615,2026-06-06,杭州,electronics,1,2.26,20.4,40.6,6.6,cardboard,12.05,121.0,0.0
101336,2026-08-02,杭州,electronics,1,3.47,48.4,11.2,16.7,wood,17.94,123.0,0.0
101873,2026-01-29,西安,ceramics,1,2.78,58.8,36.1,38.2,wood,21.44,99.0,0.0
100137,2026-03-26,上海,ceramics,1,4.35,51.5,27.7,30.8,wood,19.8,124.0,0.0
100459,2026-01-14,杭州,electronics,1,4.24,25.1,24.8,24.5,bubble,14.28,96.0,0.0
100376,2026-02-11,武汉,books,0,2.27,38.0,27.8,5.7,bubble,8.9,49.0,0.0
101361,2026-02-26,广州,glass,1,4.36,23.2,22.1,32.0,wood,18.83,197.0,0.0
100334,2026-08-13,杭州,electronics,0,2.21,42.5,20.4,17.1,bubble,8.73,,0.0
101325,2026-03-29,杭州,clothing,0,1.39,23.9,19.7,23.3,bubble,5.98,39.0,0.0
101177,2026-01-22,武汉,clothing,0,1.2,41.3,17.1,7.0,bubble,6.16,31.0,0.0
101953,2026-05-13,杭州市,electronics,0,2.09,54.6,43.7,23.5,bubble,11.24,113.0,0.0
101787,2026-07-10,深圳,ceramics,1,3.1,54.9,29.9,12.4,wood,17.37,108.0,0.0
101952,2026-05-14,广州,electronics,0,1.57,47.9,28.3,14.3,cardboard,10.87,127.0,0.0
100817,2026-07-12,成都,books,0,2.56,43.9,40.6,13.6,bubble,11.32,32.0,0.0
101132,2026-04-03,成都,electronics,1,1.02,48.0,17.5,12.6,wood,13.88,121.0,0.0
100606,2026-01-25,深圳,clothing,0,0.68,34.6,33.9,9.8,bubble,6.02,24.0,0.0
101886,2026-08-09,杭州,clothing,0,0.35,18.5,19.2,33.0,bubble,5.55,40.0,0.0
101928,2026-01-20,北京,electronics,0,1.5,36.1,28.2,18.0,bubble,5.76,137.0,0.0
101335,2026-03-17,西安,ceramics,1,0.86,30.0,22.1,23.6,wood,15.17,116.0,0.0
100911,2026-08-22,北京,ceramics,1,3.58,60.0,43.0,36.4,wood,20.95,112.0,0.0
101960,2026-08-18,北京,books,0,1.56,37.0,12.6,35.2,bubble,8.67,41.0,0.0
101226,2026-07-07,广州,glass,1,3.18,44.9,14.7,32.4,wood,17.81,153.0,0.0
100329,2026-06-26,深圳,ceramics,1,4.09,31.4,15.6,16.2,cardboard,12.61,96.0,0.0
101690,2026-02-15,上海,ceramics,1,3.34,39.9,21.4,5.3,cardboard,11.06,128.0,0.0
100319,2026-01-31,西安市,electronics,0,3.4,37.3,38.3,28.8,cardboard,15.02,122.0,0.0
101553,2026-05-10,武汉,books,0,0.49,15.1,25.3,25.4,bubble,5.84,33.0,0.0
101545,2026-06-24,北京,electronics,0,3.94,31.1,31.7,6.2,cardboard,13.87,87.0,0.0
101759,2026-03-05,武汉,ceramics,0,3.03,45.7,25.3,21.9,cardboard,12.86,,0.0
100168,2026-03-02,西安,ceramics,0,1.37,43.2,21.4,27.5,cardboard,10.05,93.0,0.0
100013,2026-04-18,西安,ceramics,1,2.08,58.1,26.9,32.4,wood,18.7,109.0,0.0
101957,2026-07-24,杭州市,ceramics,1,1.22,20.9,15.3,27.0,bubble,7.72,120.0,0.0
100172,2026-01-28,上海,glass,1,1.33,35.1,18.0,31.6,bubble,7.01,148.0,1.0
100650,2026-01-06,西安,clothing,0,1.17,23.7,15.8,25.5,bubble,6.26,38.0,0.0
101524,2026-07-16,成都,ceramics,1,2.88,48.5,18.5,27.6,wood,18.54,,0.0
100261,2026-08-13,北京 ,glass,1,1.32,56.9,,26.8,cardboard,8.06,142.0,
101231,2026-03-29,深圳,ceramics,1,4.47,16.0,12.4,32.8,cardboard,14.49,124.0,0.0
101430,2026-03-04,广州,electronics,0,4.04,36.1,19.3,14.7,cardboard,15.58,96.0,0.0
100902,2026-07-15,上海,ceramics,1,2.65,28.1,20.0,14.5,cardboard,11.44,134.0,0.0
100673,2026-01-28,西安,ceramics,1,2.98,48.2,13.3,25.8,cardboard,12.98,92.0,0.0
100259,2026-03-17,武汉,glass,1,1.83,,12.2,31.9,cardboard,10.44,158.0,0.0
100845,2026-07-08,上海,electronics,0,,30.4,32.5,12.9,bubble,9.33,114.0,0.0
100868,2026-06-13,武汉,ceramics,1,2.73,21.3,12.0,26.9,cardboard,11.43,94.0,
101212,2026-03-10,北京,clothing,0,1.0,55.0,35.6,30.8,bubble,10.9,27.0,0.0
100139,2026-06-21,杭州,clothing,0,1.19,31.1,26.7,10.2,cardboard,9.51,26.0,0.0
100894,2026-07-02,上海,ceramics,1,1.58,32.5,23.2,6.3,bubble,7.67,101.0,0.0
101866,2026-04-06,北京,ceramics,1,2.58,19.3,28.0,22.9,bubble,8.69,118.0,0.0
100550,2026-08-02,SHENZHEN,ceramics,1,3.94,16.7,14.7,25.0,wood,18.92,118.0,0.0
100320,2026-05-25,SHENZHEN,books,0,2.78,22.7,29.0,31.8,bubble,10.21,34.0,0.0
101550,2026-01-01,武汉市,books,1,0.97,33.4,29.2,7.4,wood,14.3,37.0,0.0
101329,2026-01-19,广州,clothing,0,0.92,43.9,35.2,27.8,bubble,9.83,40.0,0.0
101828,2026-07-24,杭州,electronics,0,0.95,52.4,19.0,31.2,bubble,10.71,83.0,0.0
100559,2026-02-07,成都,clothing,0,1.14,34.0,13.4,20.8,cardboard,10.06,40.0,1.0
100140,2026-02-14,上海,clothing,0,0.29,48.7,38.5,20.7,bubble,6.84,30.0,0.0
101761,2026-01-16,西安,electronics,0,2.59,46.6,24.7,8.1,bubble,10.78,119.0,0.0
100532,2026-06-18,成都,electronics,0,0.7,38.1,29.4,13.8,bubble,10.07,118.0,0.0
100225,2026-02-09,广州,ceramics,1,2.05,47.5,28.2,17.9,cardboard,11.04,91.0,0.0
100724,2026-06-16,深圳,ceramics,1,1.36,50.1,41.5,34.4,wood,19.9,106.0,0.0
100787,2026-04-25,成都,ceramics,1,2.49,55.0,12.3,17.2,wood,15.78,87.0,0.0
101743,2026-03-14,成都,clothing,0,1.42,42.4,35.9,18.1,cardboard,12.8,29.0,0.0
101178,2026-08-05,杭州市,clothing,0,0.24,37.5,15.2,33.2,bubble,7.36,37.0,0.0
100410,2026-08-25,北京,glass,1,1.35,23.4,36.5,16.2,cardboard,9.32,198.0,0.0
100326,2026-04-05,广州,electronics,0,3.95,47.5,42.0,33.0,cardboard,16.77,126.0,0.0
101546,2026-02-09,西安,books,0,1.02,48.6,11.6,24.6,bubble,6.78,50.0,0.0
100300,2026-07-31,西安,glass,0,2.85,37.4,26.8,5.9,bubble,9.26,143.0,0.0
101281,2026-07-24,成都,glass,0,3.73,37.3,17.7,19.1,cardboard,12.9,122.0,0.0
101158,2026-07-15,深圳,ceramics,0,1.35,25.5,20.4,18.4,bubble,6.97,,
100026,2026-08-19,深圳,glass,1,2.14,53.3,11.5,11.4,cardboard,13.59,171.0,0.0
101888,2026-03-20,杭州市,books,0,1.36,55.0,36.5,7.8,bubble,9.68,35.0,0.0
100715,2026-04-21,北京,electronics,1,1680.0,20.6,32.7,32.2,cardboard,11.03,96.0,0.0
100847,2026-04-13,深圳,ceramics,1,1.02,43.1,11.7,18.2,cardboard,8.27,129.0,0.0
100194,2026-01-09,武汉,glass,1,1.18,49.0,44.7,37.5,wood,17.9,148.0,0.0
100441,2026-06-17,成都,ceramics,1,1.31,47.9,38.2,9.4,wood,14.17,107.0,0.0
100574,2026-07-01,杭州,clothing,0,0.84,32.0,40.3,8.8,cardboard,7.06,39.0,0.0
100947,2026-08-19,深圳,glass,1,3.37,27.7,27.3,15.4,cardboard,13.42,202.0,0.0
100998,2026-02-14,武汉,ceramics,1,3.45,53.1,39.0,17.2,wood,19.08,134.0,0.0
100504,2026-02-25,成都,ceramics,0,1.87,45.2,25.9,15.1,bubble,7.67,90.0,0.0
101190,2026-04-30,武汉,clothing,0,1.32,20.7,24.5,8.4,bubble,6.74,25.0,0.0
101903,2026-06-11,北京,electronics,0,1.71,35.3,21.9,35.8,cardboard,11.37,111.0,0.0
101814,2026-05-18,成都,electronics,0,2.12,47.0,21.8,,cardboard,11.2,111.0,0.0
100004,2026-01-24,广州,glass,1,2.77,36.4,17.9,28.4,wood,18.1,183.0,0.0
101269,2026-03-06,西安,electronics,0,4.18,58.7,41.8,26.0,bubble,14.69,122.0,0.0
100468,2026-03-28,北京,clothing,0,1.36,27.5,33.0,8.1,bubble,8.71,25.0,0.0
100006,2026-05-18,杭州,clothing,0,0.8,20.2,33.4,21.5,cardboard,7.32,35.0,0.0
101394,2026-01-06,成都,electronics,1,2.3,45.1,20.2,34.4,wood,19.09,133.0,
100548,2026-07-20,深圳,electronics,0,999.0,15.9,44.8,35.7,cardboard,11.51,93.0,0.0
100229,2026-07-16,广州,electronics,1,0.94,21.6,17.9,24.2,bubble,6.2,113.0,0.0
100543,2026-06-01,成都,books,0,0.9,22.2,33.3,22.5,cardboard,9.75,40.0,0.0
100243,2026-01-30,深圳,clothing,0,0.29,42.6,25.7,,bubble,4.65,33.0,0.0
100899,2026-05-04,广州,ceramics,1,,47.1,27.5,26.0,wood,21.69,127.0,0.0
101778,2026-08-07,广州,electronics,1,1.81,23.9,19.6,15.4,cardboard,8.74,94.0,0.0
101209,2026-02-23,成都,electronics,0,1.83,49.2,11.4,11.9,cardboard,10.46,139.0,0.0
101790,2026-08-27,深圳,glass,1,0.83,20.6,19.0,34.0,wood,14.37,147.0,0.0
100843,2026-07-14,成都,glass,1,1.55,54.3,29.6,19.2,wood,14.95,197.0,0.0
101702,2026-03-27,西安,glass,1,4.78,33.4,22.1,8.8,cardboard,13.78,196.0,0.0
101713,2026-07-03,杭州,clothing,0,1.21,45.7,13.8,9.0,cardboard,9.65,36.0,1.0
102000,2026-02-01,武汉,books,0,2.88,31.6,20.7,32.5,cardboard,11.9,40.0,0.0
100662,2026-06-05,成都,clothing,0,0.35,31.6,19.3,34.0,cardboard,8.48,41.0,0.0
100043,2026-08-19,广州,ceramics,1,3.39,21.7,27.8,19.1,cardboard,14.95,88.0,0.0
100315,2026-04-28,广州,electronics,0,4.06,15.3,20.1,31.3,cardboard,13.48,98.0,0.0
100692,2026-08-21,北京,clothing,0,1.3,19.8,14.8,19.6,bubble,8.54,40.0,0.0
101527,2026-05-05,北京,electronics,0,4.57,59.9,34.0,36.8,cardboard,18.11,122.0,0.0
100425,2026-07-11,武汉,electronics,0,1.21,27.7,33.1,10.0,cardboard,6.32,84.0,0.0
100595,2026-05-22,西安,clothing,0,0.56,52.8,12.7,10.6,cardboard,8.18,26.0,0.0
101994,2026-08-29,成都,ceramics,1,3.01,25.9,43.2,13.0,cardboard,12.3,92.0,0.0
100623,2026-03-10,杭州,electronics,1,1.98,24.8,41.7,8.0,wood,16.21,101.0,0.0
101188,2026-03-26,武汉,ceramics,1,2.6,20.9,40.2,34.0,wood,15.98,109.0,0.0
101058,2026-01-06,深圳,ceramics,1,2.88,42.0,21.7,27.9,wood,18.02,126.0,0.0
100228,2026-06-15,深圳,ceramics,1,4.32,17.4,,,wood,19.91,107.0,0.0
101135,2026-03-02,成都,electronics,1,3.81,54.9,30.2,6.6,wood,18.19,131.0,0.0
101823,2026-01-10,上海,glass,0,1.44,44.1,11.5,7.3,cardboard,11.07,181.0,0.0
101115,2026-06-14,广州,ceramics,0,0.95,27.4,32.0,12.1,bubble,5.66,136.0,0.0
100067,2026-04-30,深圳,glass,1,2.97,20.0,,7.1,wood,15.94,147.0,0.0
100025,2026-05-06,成都,books,0,0.75,20.2,10.7,6.9,cardboard,8.51,46.0,0.0
100145,2026-02-24,武汉,electronics,1,1.26,57.7,24.1,34.2,wood,15.77,90.0,0.0
100537,2026-07-13,武汉,electronics,0,1.1,38.8,19.5,14.2,cardboard,10.61,126.0,
100812,2026-02-25,广州,electronics,1,1.03,50.4,34.3,6.9,cardboard,10.73,89.0,0.0
101767,2026-05-02,西安,books,0,2.21,51.7,26.0,7.5,cardboard,12.61,37.0,0.0
100086,2026-02-02,武汉,electronics,1,4.53,53.1,16.3,19.5,wood,20.65,122.0,0.0
101351,2026-04-29,武汉,electronics,1,3.95,18.8,13.7,32.4,cardboard,14.58,129.0,0.0
101201,2026-06-12,北京,ceramics,1,2.83,35.6,29.3,28.5,cardboard,12.55,92.0,0.0
101086,2026-02-18,广州,electronics,1,2.7,26.1,18.9,8.8,cardboard,10.96,111.0,0.0
101833,2026-01-04,杭州,books,0,0.61,,33.9,21.9,cardboard,8.0,47.0,0.0
101936,2026-07-16,杭州,ceramics,1,4.29,44.0,16.5,19.8,wood,20.2,126.0,0.0
101392,2026-07-07,杭州,electronics,1,3.05,42.9,17.2,36.5,wood,16.91,138.0,0.0
101162,2026-03-13,西安,clothing,0,0.26,57.0,32.9,8.6,bubble,5.96,27.0,0.0
100363,2026-06-12,北京,electronics,0,2.6,59.1,24.8,7.8,bubble,10.39,80.0,0.0
101700,2026-01-12,西安,books,0,2.44,19.3,34.6,29.7,bubble,8.56,47.0,0.0
101170,2026-02-18,杭州,books,0,2.59,55.2,25.9,29.8,cardboard,12.19,34.0,0.0
101027,2026-07-17,上海,electronics,0,2.32,22.9,13.7,12.8,bubble,10.69,121.0,0.0
101031,2026-02-01,广州,electronics,1,2.58,56.5,17.0,8.8,wood,18.06,132.0,0.0
101235,2026-08-04,西安市,ceramics,1,1.0,24.0,32.9,5.4,wood,14.5,97.0,0.0
101515,2026-07-20,深圳,clothing,0,1.44,47.6,15.5,32.9,bubble,9.02,39.0,0.0
101088,2026-06-15,广州,electronics,1,2.53,28.5,13.8,11.6,wood,15.61,135.0,0.0
100666,2026-02-01,杭州,electronics,0,4.49,32.5,41.6,27.5,cardboard,14.79,134.0,0.0
100365,2026-08-23,北京,electronics,0,3.26,56.8,11.5,24.8,cardboard,13.69,107.0,0.0
100078,2026-04-11,杭州,books,0,0.78,56.1,17.4,21.4,bubble,5.43,41.0,0.0
100028,2026-06-16,成都,clothing,0,1.21,21.1,28.8,23.0,bubble,9.11,30.0,0.0
101457,2026-04-20,成都,glass,1,4.58,35.1,44.3,29.9,cardboard,16.93,200.0,0.0
100526,2026-05-28,西安,clothing,0,1.26,46.1,14.6,9.0,bubble,6.99,33.0,0.0
101898,2026-06-18,上海,ceramics,1,0.86,19.3,36.1,13.3,cardboard,9.16,131.0,0.0
100056,2026-06-04,广州,electronics,0,3.8,44.4,43.9,39.5,cardboard,17.18,124.0,0.0
