order_id,order_date,city,category,fragile,weight_kg,length_cm,width_cm,height_cm,material,freight_cost,value,damaged,volume,unit_freight,month
100005,2026-04-25,成都,clothing,0,1.25,45.7,14.9,12.0,cardboard,9.48,35.0,0.0,8171.160000000001,7.5840000000000005,2026-04
101004,2026-03-22,西安,electronics,0,1.65,33.7,30.2,13.1,cardboard,10.05,100.0,0.0,13332.394,6.090909090909092,2026-03
101750,2026-06-06,深圳,electronics,0,0.85,23.3,10.3,5.8,cardboard,8.17,114.0,0.0,1391.9420000000002,9.611764705882353,2026-06
100264,2026-05-25,北京,electronics,0,3.3,56.9,15.2,39.9,cardboard,14.08,138.0,0.0,34508.71199999999,4.266666666666667,2026-05
101593,2026-07-18,深圳,glass,1,2.82,50.1,29.0,22.15,wood,18.09,152.0,0.0,32181.735,6.414893617021277,2026-07
101859,2026-02-10,成都,electronics,0,3.81,56.1,38.9,31.0,cardboard,17.24,109.0,0.0,67650.99,4.524934383202099,2026-02
101003,2026-08-12,成都,clothing,0,1.35,26.4,14.7,17.8,bubble,6.27,29.0,0.0,6907.824,4.644444444444444,2026-08
101078,2026-07-16,武汉,ceramics,1,3.35,32.0,37.7,6.4,wood,17.13,115.0,0.0,7720.960000000001,5.113432835820895,2026-07
100838,2026-02-23,成都,clothing,0,1.22,50.7,30.9,36.8,cardboard,13.97,30.0,0.0,57651.984,11.450819672131148,2026-02
101818,2026-08-30,成都,clothing,0,1.0,25.9,10.6,34.9,bubble,5.98,26.0,0.0,9581.445999999998,5.98,2026-08
100305,2026-05-18,成都,clothing,1,0.71,16.7,21.5,22.3,wood,12.77,32.0,0.0,8006.8150000000005,17.985915492957748,2026-05
101366,2026-06-29,武汉,clothing,0,0.32,59.1,39.7,34.6,bubble,9.36,39.0,0.0,81180.94200000002,29.249999999999996,2026-06
101581,2026-03-02,成都,books,0,0.32,34.7,13.9,32.3,bubble,5.52,45.0,0.0,15579.259,17.25,2026-03
100314,2026-02-18,西安,clothing,0,0.63,40.2,10.0,6.2,bubble,6.76,40.0,0.0,2492.4,10.73015873015873,2026-02
100150,2026-03-08,上海,electronics,0,1.33,50.8,41.8,33.1,cardboard,12.93,95.0,0.0,70285.86399999999,9.721804511278195,2026-03
101149,2026-01-28,成都,ceramics,1,1.79,47.9,43.2,12.8,wood,14.78,113.0,0.0,26486.784000000003,8.256983240223462,2026-01
101214,2026-04-15,武汉,ceramics,1,0.9,37.1,42.8,36.8,wood,16.54,127.0,0.0,58433.98399999999,18.377777777777776,2026-04
100575,2026-04-22,上海,glass,1,1.85,37.9,26.4,31.1,bubble,9.55,150.0,0.0,31117.416,5.162162162162162,2026-04
100051,2026-07-24,武汉,electronics,1,4.58,28.1,27.2,25.5,wood,17.91,94.0,0.0,19490.16,3.910480349344978,2026-07
101576,2026-05-15,西安,ceramics,1,2.75,57.6,11.4,22.4,cardboard,11.1,82.0,0.0,14708.735999999999,4.036363636363636,2026-05
100727,2026-01-25,广州,electronics,0,3.99,51.7,39.4,25.6,cardboard,16.64,120.0,0.0,52146.688,4.170426065162907,2026-01
100834,2026-06-04,广州,books,0,2.33,42.4,36.4,28.1,bubble,8.89,44.0,0.0,43368.416,3.815450643776824,2026-06
101378,2026-08-21,武汉,electronics,1,2.77,51.1,37.7,26.0,wood,20.61,82.0,0.0,50088.22000000001,7.44043321299639,2026-08
101116,2026-05-11,上海,ceramics,1,3.45,44.5,36.7,40.0,cardboard,16.15,88.0,0.0,65326.0,4.6811594202898545,2026-05
101167,2026-08-06,西安,books,0,0.69,43.4,11.3,7.7,bubble,5.87,45.0,0.0,3776.2340000000004,8.507246376811596,2026-08
100471,2026-04-20,西安,ceramics,1,2.75,15.1,33.6,6.9,wood,15.6,111.0,0.0,3500.784,5.672727272727273,2026-04
100972,2026-03-24,杭州,electronics,0,3.03,44.1,33.7,34.1,cardboard,14.85,90.0,0.0,50678.397000000004,4.900990099009901,2026-03
100654,2026-08-06,上海,clothing,0,1.1,15.3,44.4,26.2,cardboard,9.85,24.0,0.0,17798.184,8.954545454545453,2026-08
100400,2026-05-26,广州,ceramics,1,2.13,49.0,15.5,32.2,wood,15.97,81.0,0.0,24455.9,7.497652582159625,2026-05
100321,2026-06-02,成都,ceramics,1,2.4,52.7,27.0,6.7,wood,16.28,89.0,0.0,9533.43,6.783333333333334,2026-06
100020,2026-01-20,深圳,ceramics,1,3.37,51.2,35.0,30.9,wood,20.19,135.0,0.0,55372.799999999996,5.991097922848665,2026-01
100685,2026-05-19,成都,glass,0,3.52,28.7,28.6,6.9,cardboard,14.15,199.0,1.0,5663.658,4.019886363636363,2026-05
100036,2026-01-24,深圳,books,0,2.24,53.3,32.3,9.3,cardboard,12.99,32.0,0.0,16010.786999999998,5.799107142857142,2026-01
100903,2026-03-23,武汉,clothing,0,0.94,51.9,18.4,27.1,cardboard,10.26,41.0,1.0,25879.416,10.914893617021278,2026-03
101806,2026-02-03,成都,glass,1,3.52,39.5,36.4,34.1,wood,19.22,194.0,0.0,49028.98,5.4602272727272725,2026-02
100828,2026-06-18,广州,electronics,0,3.05,42.4,43.6,35.5,cardboard,13.88,137.0,0.0,65626.72,4.550819672131148,2026-06
101825,2026-01-06,杭州,electronics,0,4.31,30.9,27.2,39.3,wood,20.48,120.0,0.0,33030.863999999994,4.751740139211138,2026-01
100408,2026-07-30,武汉,ceramics,1,3.72,27.6,37.2,8.9,cardboard,14.13,111.0,0.0,9137.808,3.7983870967741935,2026-07
100921,2026-01-04,深圳,electronics,0,4.21,38.3,42.2,5.3,wood,19.61,120.0,0.0,8566.178,4.657957244655582,2026-01
100538,2026-03-02,北京,electronics,1,2.6,28.6,29.7,10.9,cardboard,13.0,132.0,0.0,9258.678000000002,5.0,2026-03
100759,2026-07-30,北京,ceramics,1,1.23,22.7,41.5,22.0,wood,13.85,138.0,0.0,20725.1,11.260162601626016,2026-07
101935,2026-08-02,深圳,electronics,0,4.82,54.6,40.2,6.4,bubble,15.62,100.0,0.0,14047.488000000001,3.2406639004149373,2026-08
101200,2026-01-14,广州,electronics,0,4.71,38.3,29.4,28.4,cardboard,16.74,114.0,0.0,31978.96799999999,3.5541401273885347,2026-01
100246,2026-05-16,成都,clothing,0,1.1,51.6,34.8,21.4,bubble,8.52,27.0,0.0,38427.551999999996,7.745454545454544,2026-05
101417,2026-07-12,上海,ceramics,1,1.6,33.3,27.9,6.1,wood,16.57,137.0,0.0,5667.326999999998,10.35625,2026-07
101128,2026-01-25,北京,glass,1,0.85,44.3,41.1,39.9,wood,17.58,196.0,0.0,72647.127,20.682352941176468,2026-01
100785,2026-04-11,北京,glass,1,2.15,26.1,26.1,27.6,cardboard,12.09,208.0,0.0,18801.396,5.623255813953489,2026-04
101794,2026-07-06,深圳,glass,1,3.5,46.5,29.3,32.0,wood,20.43,197.0,0.0,43598.4,5.837142857142857,2026-07
100490,2026-04-01,成都,glass,1,4.71,59.0,27.4,20.2,wood,20.34,149.0,0.0,32655.319999999996,4.318471337579618,2026-04
100155,2026-05-30,西安,books,0,2.25,30.8,32.3,21.6,bubble,10.87,41.0,0.0,21488.543999999998,4.8311111111111105,2026-05
100962,2026-07-22,深圳,clothing,0,0.85,18.2,41.4,30.6,bubble,7.33,38.0,0.0,23056.487999999998,8.623529411764705,2026-07
100854,2026-05-29,西安,glass,1,3.78,20.7,34.6,27.6,wood,17.64,142.0,0.0,19767.672000000002,4.666666666666667,2026-05
101312,2026-03-19,广州,clothing,0,1.23,40.7,36.2,12.6,cardboard,10.29,34.0,0.0,18564.084000000003,8.365853658536585,2026-03
100626,2026-05-07,西安,ceramics,1,3.1,24.5,15.4,9.3,wood,18.25,116.0,0.0,3508.8900000000003,5.887096774193548,2026-05
100686,2026-01-31,北京,electronics,0,1.5,28.5,21.3,34.9,bubble,8.25,111.0,0.0,21186.045000000002,5.5,2026-01
101992,2026-08-24,上海,electronics,1,4.13,15.6,29.4,26.0,wood,19.55,111.0,0.0,11924.64,4.733656174334141,2026-08
100570,2026-04-22,北京,electronics,0,0.66,44.5,36.2,7.1,cardboard,8.42,103.0,0.0,11437.39,12.757575757575756,2026-04
101939,2026-08-03,武汉,ceramics,1,3.06,16.2,41.3,29.3,wood,16.9,89.0,0.0,19603.458,5.522875816993463,2026-08
100018,2026-06-24,武汉,electronics,0,3.86,25.8,14.3,34.1,bubble,11.63,115.0,0.0,12580.854000000003,3.012953367875648,2026-06
100128,2026-01-31,西安,electronics,0,4.86,27.9,43.8,8.3,cardboard,16.53,129.0,0.0,10142.766,3.4012345679012346,2026-01
101347,2026-06-05,北京,clothing,0,0.72,38.7,11.7,7.3,cardboard,9.15,35.0,0.0,3305.367,12.708333333333334,2026-06
101280,2026-05-05,上海,electronics,0,4.66,25.9,41.7,39.7,wood,22.76,126.0,0.0,42877.191,4.88412017167382,2026-05
101999,2026-04-03,北京,glass,1,3.46,37.9,12.4,13.3,wood,18.18,122.0,0.0,6250.468,5.254335260115607,2026-04
100928,2026-05-28,北京,electronics,0,0.77,36.9,33.2,29.8,bubble,9.0,124.0,0.0,36507.384000000005,11.688311688311687,2026-05
100981,2026-01-10,成都,electronics,0,2.98,28.2,18.0,37.7,cardboard,12.91,98.0,0.0,19136.52,4.332214765100671,2026-01
101995,2026-07-13,北京,electronics,1,2.43,21.1,21.8,12.0,wood,15.75,90.0,0.0,5519.76,6.481481481481481,2026-07
100191,2026-02-24,杭州,books,0,1.23,20.6,18.3,31.1,bubble,7.61,54.0,0.0,11724.078000000001,6.1869918699187,2026-02
101140,2026-06-10,广州,books,0,1.41,42.3,19.0,14.4,cardboard,11.17,54.0,0.0,11573.279999999999,7.921985815602837,2026-06
100993,2026-03-11,西安,electronics,0,4.03,56.3,33.1,37.5,cardboard,15.49,136.0,0.0,69882.375,3.8436724565756824,2026-03
101986,2026-08-19,成都,glass,1,2.89,30.8,37.6,11.8,cardboard,12.09,133.0,0.0,13665.344000000003,4.1833910034602075,2026-08
101681,2026-06-15,北京,ceramics,1,4.45,49.2,35.0,38.8,wood,22.2,103.0,0.0,66813.59999999999,4.98876404494382,2026-06
100607,2026-05-24,深圳,ceramics,1,4.08,25.0,22.3,38.0,cardboard,14.81,108.0,0.0,21185.0,3.6299019607843137,2026-05
100181,2026-04-11,深圳,ceramics,1,4.23,59.4,15.3,8.1,cardboard,13.38,84.0,0.0,7361.442,3.1631205673758864,2026-04
100302,2026-02-18,武汉,electronics,1,3.82,29.0,10.4,20.2,wood,18.75,116.0,0.0,6092.320000000001,4.908376963350785,2026-02
100497,2026-01-14,上海,clothing,0,1.23,19.3,32.1,7.2,bubble,6.0,36.0,0.0,4460.616000000001,4.878048780487805,2026-01
101721,2026-01-13,上海,glass,1,4.68,50.2,24.9,5.4,cardboard,13.93,133.0,0.0,6749.892000000001,2.9764957264957266,2026-01
101735,2026-04-08,北京,electronics,0,3.48,24.2,14.2,17.7,cardboard,12.73,85.0,0.0,6082.428,3.6580459770114944,2026-04
101867,2026-02-14,杭州,clothing,0,1.06,52.3,28.9,39.7,bubble,8.69,34.0,0.0,60005.359,8.198113207547168,2026-02
100518,2026-05-31,杭州,electronics,1,4.21,49.1,28.8,19.5,wood,19.77,83.0,0.0,27574.56,4.695961995249406,2026-05
101070,2026-07-26,上海,ceramics,1,3.16,29.5,37.1,11.6,cardboard,13.98,119.0,0.0,12695.62,4.424050632911392,2026-07
100477,2026-04-19,武汉,glass,1,3.54,19.6,38.8,21.8,wood,18.76,192.0,0.0,16578.464,5.299435028248588,2026-04
100158,2026-07-13,上海,electronics,0,3.87,48.6,41.0,12.6,cardboard,14.86,94.0,0.0,25106.760000000002,3.8397932816537463,2026-07
101244,2026-05-11,上海,electronics,0,4.42,38.5,14.3,32.1,wood,19.24,136.0,0.0,17672.655000000002,4.352941176470588,2026-05
101196,2026-02-08,西安,electronics,0,4.32,20.3,27.5,17.4,wood,20.96,107.0,0.0,9713.55,4.851851851851852,2026-02
100017,2026-04-10,广州,glass,1,4.97,55.1,41.3,23.2,cardboard,18.9,179.0,0.0,52794.616,3.8028169014084505,2026-04
101536,2026-05-23,西安,electronics,1,1.13,22.4,34.1,33.6,wood,16.36,139.0,0.0,25665.024,14.47787610619469,2026-05
101073,2026-08-03,深圳,ceramics,1,1.68,50.4,21.4,32.5,cardboard,11.13,97.0,0.0,35053.2,6.625000000000001,2026-08
100460,2026-01-11,广州,ceramics,1,3.03,22.3,20.6,10.1,wood,16.32,117.0,0.0,4639.738,5.3861386138613865,2026-01
100547,2026-05-19,西安,clothing,0,1.43,21.0,40.7,34.4,bubble,10.31,26.0,0.0,29401.68,7.20979020979021,2026-05
101540,2026-08-21,武汉,books,0,2.15,41.9,35.7,18.5,bubble,10.1,44.0,0.0,27672.855000000003,4.6976744186046515,2026-08
100659,2026-02-20,北京,ceramics,1,2.79,55.9,34.9,6.8,wood,16.99,112.0,0.0,13266.187999999998,6.089605734767025,2026-02
101671,2026-03-28,杭州,glass,1,1.23,47.5,23.1,20.9,wood,17.02,192.0,0.0,22932.524999999998,13.83739837398374,2026-03
101020,2026-05-22,杭州,electronics,0,4.22,34.7,36.5,30.9,cardboard,15.74,84.0,0.0,39136.395000000004,3.7298578199052135,2026-05
101687,2026-05-30,北京,electronics,0,4.6,49.7,18.1,39.9,cardboard,16.29,83.0,0.0,35892.84300000001,3.541304347826087,2026-05
101505,2026-07-11,北京,glass,1,1.02,16.8,37.3,35.3,cardboard,9.58,164.0,0.0,22120.391999999996,9.392156862745098,2026-07
100960,2026-04-09,杭州,glass,1,2.48,49.8,24.7,14.2,cardboard,11.27,157.0,0.0,17466.852,4.544354838709677,2026-04
101912,2026-08-05,广州,electronics,0,2.11,47.4,13.3,37.6,cardboard,10.87,114.0,0.0,23703.791999999998,5.151658767772512,2026-08
100284,2026-03-03,上海,ceramics,1,1.8,30.0,21.6,20.9,wood,16.55,112.0,0.0,13543.199999999999,9.194444444444445,2026-03
100798,2026-04-26,深圳,ceramics,1,3.24,54.8,39.9,16.6,cardboard,13.28,115.0,0.0,36296.232,4.098765432098765,2026-04
101650,2026-02-24,深圳,clothing,0,1.18,32.1,11.1,6.4,bubble,5.32,39.0,0.0,2280.384,4.508474576271187,2026-02
100226,2026-08-13,杭州,books,0,1.66,30.2,38.6,18.4,cardboard,10.49,34.0,0.0,21449.248,6.319277108433735,2026-08
100027,2026-02-28,西安,electronics,0,2.18,52.5,11.8,37.4,cardboard,9.9,134.0,0.0,23169.3,4.541284403669724,2026-02
101798,2026-06-01,北京,ceramics,1,1.68,42.8,33.9,7.4,cardboard,11.37,120.0,0.0,10736.807999999999,6.767857142857142,2026-06
100438,2026-08-27,深圳,glass,1,0.87,37.3,29.3,30.0,cardboard,10.39,183.0,0.0,32786.7,11.942528735632184,2026-08
101979,2026-07-03,成都,glass,0,4.01,22.4,39.2,29.9,cardboard,15.08,169.0,0.0,26254.592,3.7605985037406486,2026-07
101389,2026-06-10,成都,electronics,1,4.91,51.4,18.6,12.8,wood,19.65,130.0,0.0,12237.312000000002,4.0020366598778,2026-06
100230,2026-05-08,北京,ceramics,1,4.18,55.6,39.0,27.1,cardboard,14.59,121.0,0.0,58763.64000000001,3.4904306220095696,2026-05
100038,2026-07-27,武汉,clothing,0,0.999,44.3,13.2,36.4,bubble,7.14,26.0,0.0,21285.263999999996,7.147147147147147,2026-07
100750,2026-08-26,上海,electronics,0,3.92,18.8,39.0,37.9,cardboard,15.09,136.0,0.0,27788.280000000002,3.8494897959183674,2026-08
101046,2026-05-08,杭州,ceramics,1,2.3,15.7,41.4,32.7,cardboard,11.24,126.0,0.0,21254.345999999998,4.886956521739131,2026-05
101399,2026-01-31,北京,electronics,0,4.76,48.7,18.5,9.9,cardboard,15.92,99.0,0.0,8919.405,3.3445378151260505,2026-01
100470,2026-05-27,北京,clothing,0,0.36,43.2,39.3,6.6,bubble,6.28,27.0,0.0,11205.215999999999,17.444444444444446,2026-05
101718,2026-03-02,武汉,electronics,0,2.45,55.8,16.8,11.6,cardboard,12.18,116.0,0.0,10874.303999999998,4.971428571428571,2026-03
101998,2026-05-10,深圳,glass,1,2.23,45.2,31.6,28.4,wood,16.67,199.0,0.0,40564.288,7.475336322869956,2026-05
100688,2026-04-10,杭州,electronics,0,4.92,15.8,22.8,14.0,wood,17.68,127.0,0.0,5043.360000000001,3.5934959349593494,2026-04
101872,2026-01-01,杭州,electronics,0,1.75,37.4,42.8,35.7,cardboard,14.85,116.0,0.0,57145.704,8.485714285714286,2026-01
100640,2026-08-28,深圳,electronics,0,4.83,29.7,27.9,15.2,cardboard,14.15,102.0,0.0,12595.175999999998,2.929606625258799,2026-08
101738,2026-08-25,广州,electronics,0,3.64,26.9,37.5,29.1,bubble,12.33,131.0,0.0,29354.625,3.3873626373626373,2026-08
101219,2026-05-24,武汉,glass,0,2.24,23.0,43.9,38.6,bubble,11.09,181.0,0.0,38974.42,4.950892857142857,2026-05
101159,2026-03-02,北京,clothing,0,0.8,29.7,31.1,9.7,cardboard,7.77,36.0,0.0,8959.599,9.712499999999999,2026-03
101416,2026-08-16,上海,electronics,0,2.07,27.5,17.6,28.9,bubble,9.33,105.0,0.0,13987.6,4.507246376811595,2026-08
101528,2026-06-07,广州,clothing,0,1.05,20.9,38.8,35.3,bubble,10.28,31.0,0.0,28625.47599999999,9.79047619047619,2026-06
101680,2026-04-09,杭州,glass,1,4.13,45.0,33.3,31.3,wood,21.47,206.0,0.0,46903.049999999996,5.198547215496368,2026-04
101301,2026-08-31,广州,books,0,0.83,18.5,11.2,7.2,bubble,5.37,51.0,0.0,1491.84,6.46987951807229,2026-08
101851,2026-01-14,武汉,clothing,0,0.38,57.1,43.4,6.1,bubble,6.3,33.0,0.0,15116.653999999999,16.57894736842105,2026-01
100801,2026-06-25,西安,clothing,0,0.7,48.2,40.8,35.7,bubble,10.67,27.0,0.0,70206.19200000001,15.242857142857144,2026-06
101604,2026-07-15,成都,electronics,0,1.5,38.1,33.3,25.6,bubble,10.1,95.0,0.0,32479.488,6.733333333333333,2026-07
100161,2026-03-16,成都,electronics,0,0.82,21.0,39.0,25.3,cardboard,9.42,132.0,0.0,20720.7,11.487804878048781,2026-03
100957,2026-05-14,杭州,books,0,2.8,49.8,18.5,34.5,cardboard,11.71,45.0,0.0,31784.85,4.182142857142858,2026-05
101187,2026-08-20,广州,ceramics,1,1.7,37.1,26.9,30.3,bubble,11.29,105.0,0.0,30239.097,6.641176470588235,2026-08
100822,2026-08-12,武汉,electronics,0,3.12,36.9,42.5,27.3,cardboard,12.62,130.0,0.0,42813.225,4.044871794871795,2026-08
101707,2026-03-02,北京,glass,1,4.73,17.7,15.2,17.4,wood,19.96,193.0,0.0,4681.295999999999,4.219873150105708,2026-03
100878,2026-03-02,成都,books,0,2.79,58.5,42.5,23.7,cardboard,14.12,46.0,0.0,58924.125,5.060931899641576,2026-03
100914,2026-04-02,武汉,electronics,0,3.08,58.2,17.7,8.7,cardboard,11.99,98.0,0.0,8962.218,3.892857142857143,2026-04
100153,2026-03-17,杭州,clothing,0,0.77,48.5,38.7,31.2,bubble,8.7,28.0,0.0,58560.84,11.298701298701298,2026-03
101865,2026-07-26,深圳,glass,1,2.93,16.3,11.9,18.0,wood,16.91,129.0,0.0,3491.4600000000005,5.771331058020477,2026-07
101804,2026-01-04,北京,clothing,0,0.84,56.5,29.8,18.6,cardboard,8.44,28.0,0.0,31316.820000000003,10.047619047619047,2026-01
100510,2026-06-03,深圳,electronics,0,3.7,43.2,17.9,20.4,cardboard,14.5,84.0,0.0,15774.911999999998,3.918918918918919,2026-06
101136,2026-08-25,深圳,electronics,0,1.43,37.9,36.2,23.0,bubble,8.47,92.0,0.0,31555.54,5.923076923076923,2026-08
101251,2026-07-05,杭州,glass,1,4.34,33.0,44.5,30.2,wood,21.25,183.0,0.0,44348.7,4.8963133640553,2026-07
101689,2026-06-05,西安,glass,1,4.67,44.9,27.2,6.7,wood,20.11,207.0,0.0,8182.576,4.3062098501070665,2026-06
100104,2026-06-23,武汉,glass,1,1.02,50.4,39.1,33.7,cardboard,13.26,187.0,0.0,66410.56800000001,13.0,2026-06
101446,2026-01-25,西安,clothing,0,1.09,43.6,27.4,7.7,cardboard,7.64,24.0,0.0,9198.728,7.009174311926604,2026-01
101444,2026-03-11,西安,clothing,0,0.2,31.9,25.0,38.0,cardboard,8.98,35.0,0.0,30305.0,44.9,2026-03
101765,2026-04-16,杭州,clothing,0,1.04,24.7,11.0,10.4,cardboard,8.02,26.0,0.0,2825.68,7.711538461538461,2026-04
100587,2026-07-14,深圳,electronics,0,3.82,40.0,39.9,13.7,cardboard,12.59,131.0,0.0,21865.199999999997,3.2958115183246073,2026-07
101937,2026-03-10,广州,glass,1,3.92,57.7,27.4,35.9,bubble,15.41,193.0,0.0,56757.182,3.931122448979592,2026-03
101144,2026-02-07,广州,ceramics,1,2.25,37.1,15.5,12.1,cardboard,11.14,134.0,0.0,6958.1050000000005,4.9511111111111115,2026-02
100054,2026-04-11,广州,ceramics,1,1.46,16.1,42.5,20.7,wood,15.23,80.0,0.0,14163.975000000002,10.431506849315069,2026-04
100152,2026-02-08,西安,clothing,0,1.3,54.0,20.7,26.7,cardboard,10.72,38.0,0.0,29845.26,8.246153846153847,2026-02
100404,2026-05-01,深圳,electronics,0,2.77,29.2,40.7,36.9,cardboard,10.08,102.0,0.0,43853.436,3.6389891696750905,2026-05
101973,2026-07-24,杭州,electronics,0,4.32,33.3,29.0,34.1,cardboard,15.43,132.0,0.0,32930.37,3.571759259259259,2026-07
100208,2026-02-10,成都,electronics,0,2.03,19.2,41.1,31.7,cardboard,10.6,138.0,0.0,25015.104,5.221674876847291,2026-02
101925,2026-06-19,成都,clothing,0,0.99,15.1,37.6,24.0,cardboard,8.3,27.0,0.0,13626.24,8.383838383838384,2026-06
101123,2026-05-15,武汉,electronics,1,2.94,23.6,15.4,5.4,cardboard,12.53,84.0,0.0,1962.5760000000005,4.261904761904762,2026-05
101777,2026-04-06,成都,electronics,0,4.81,49.5,40.0,25.8,bubble,14.6,124.0,0.0,51084.0,3.0353430353430357,2026-04
100009,2026-03-25,北京,electronics,1,2.75,35.1,23.3,15.6,cardboard,11.96,85.0,0.0,12758.148000000001,4.34909090909091,2026-03
101015,2026-03-29,杭州,clothing,0,1.4,15.8,31.7,35.3,cardboard,10.76,40.0,0.0,17680.358,7.685714285714286,2026-03
101824,2026-01-01,上海,books,0,1.81,33.2,21.7,31.4,cardboard,12.39,32.0,0.0,22621.816,6.845303867403315,2026-01
101061,2026-02-16,广州,clothing,0,1.29,41.8,33.0,12.1,cardboard,11.43,28.0,0.0,16690.739999999998,8.86046511627907,2026-02
100453,2026-04-21,北京,books,0,0.9,28.8,21.6,27.2,cardboard,8.39,34.0,0.0,16920.576,9.322222222222223,2026-04
101676,2026-07-27,广州,clothing,0,0.6,27.2,23.5,15.5,bubble,5.33,32.0,0.0,9907.599999999999,8.883333333333335,2026-07
100254,2026-07-26,广州,ceramics,1,4.26,18.4,35.9,39.6,cardboard,16.85,117.0,0.0,26158.176,3.9553990610328644,2026-07
101328,2026-05-13,成都,electronics,0,3.93,36.0,17.4,6.6,cardboard,12.73,89.0,0.0,4134.24,3.2391857506361323,2026-05
100897,2026-02-28,成都,clothing,0,1.32,25.7,14.3,27.6,bubble,8.36,39.0,0.0,10143.276,6.333333333333333,2026-02
101760,2026-03-13,广州,electronics,0,4.34,16.8,41.3,28.1,cardboard,15.43,98.0,0.0,19496.904000000002,3.555299539170507,2026-03
100881,2026-05-21,武汉,electronics,0,1.02,28.8,14.4,31.4,cardboard,8.86,116.0,0.0,13022.208,8.686274509803921,2026-05
101596,2026-07-25,武汉,clothing,0,0.21,23.7,44.3,19.1,bubble,6.57,41.0,0.0,20053.281,31.28571428571429,2026-07
101919,2026-07-23,西安,glass,1,2.15,38.5,15.2,37.3,cardboard,8.8,159.0,0.0,21827.959999999995,4.093023255813954,2026-07
100624,2026-08-07,广州,electronics,0,3.42,40.5,25.3,17.3,cardboard,12.34,81.0,0.0,17726.445000000003,3.608187134502924,2026-08
100346,2026-03-04,武汉,electronics,1,0.57,23.0,10.7,10.5,cardboard,8.32,136.0,0.0,2584.0499999999997,14.596491228070176,2026-03
101728,2026-03-24,杭州,electronics,0,4.24,47.2,38.9,39.5,cardboard,17.65,86.0,0.0,72525.16,4.162735849056603,2026-03
100263,2026-04-06,西安,electronics,1,4.74,21.6,44.3,22.05,wood,19.19,85.0,0.0,21099.204,4.048523206751055,2026-04
101635,2026-08-05,杭州,clothing,0,0.85,20.3,36.7,35.2,cardboard,11.47,25.0,0.0,26224.352000000006,13.494117647058825,2026-08
101322,2026-08-22,西安,glass,1,2.97,50.2,35.5,23.5,bubble,11.52,144.0,0.0,41879.350000000006,3.8787878787878785,2026-08
101439,2026-04-08,西安,books,0,1.24,34.0,43.9,36.5,bubble,9.93,48.0,0.0,54479.899999999994,8.008064516129032,2026-04
100151,2026-04-06,西安,books,0,1.39,33.0,30.1,10.7,bubble,7.47,37.0,0.0,10628.31,5.374100719424461,2026-04
100473,2026-08-07,深圳,electronics,1,1.27,22.7,10.7,6.8,cardboard,9.82,84.0,0.0,1651.6519999999998,7.73228346456693,2026-08
100641,2026-04-04,深圳,electronics,0,2.22,41.3,24.2,11.0,cardboard,11.26,83.0,0.0,10994.06,5.072072072072071,2026-04
101913,2026-08-29,上海,clothing,0,0.22,43.6,41.2,7.2,cardboard,6.33,25.0,0.0,12933.504,28.772727272727273,2026-08
100551,2026-04-13,北京,electronics,0,2.31,36.9,17.9,15.1,bubble,9.09,83.0,0.0,9973.700999999997,3.935064935064935,2026-04
101984,2026-03-20,西安,electronics,1,1.07,55.7,35.3,10.0,wood,15.13,129.0,0.0,19662.1,14.14018691588785,2026-03
100929,2026-08-31,广州,electronics,0,2.13,30.1,19.6,32.4,bubble,10.26,104.0,0.0,19114.704,4.816901408450704,2026-08
100489,2026-02-18,上海,clothing,0,0.48,46.4,37.4,11.6,cardboard,7.29,25.0,0.0,20130.176,15.1875,2026-02
101840,2026-04-18,武汉,clothing,0,0.35,46.2,43.1,7.7,bubble,6.0,30.0,0.0,15332.394000000002,17.142857142857142,2026-04
101172,2026-05-25,武汉,clothing,0,1.11,37.8,20.0,15.1,wood,14.26,33.0,0.0,11415.6,12.846846846846846,2026-05
100147,2026-02-20,上海,electronics,0,0.999,36.9,17.5,5.2,cardboard,14.65,82.0,0.0,3357.9,14.664664664664665,2026-02
101959,2026-02-03,武汉,glass,1,4.02,27.6,26.8,30.9,cardboard,14.61,160.0,0.0,22856.112,3.6343283582089554,2026-02
100403,2026-07-15,武汉,electronics,1,1.12,28.9,41.6,34.1,wood,14.07,111.0,0.0,40996.384000000005,12.562499999999998,2026-07
100955,2026-08-07,成都,ceramics,0,3.0,48.7,10.7,21.8,bubble,10.03,137.0,0.0,11359.762,3.3433333333333333,2026-08
101908,2026-07-29,广州,ceramics,1,3.59,54.1,19.1,36.0,cardboard,15.25,131.0,0.0,37199.16,4.247910863509749,2026-07
100660,2026-07-25,成都,ceramics,1,1.0,56.1,22.5,35.1,cardboard,10.27,94.0,1.0,44304.975,10.27,2026-07
101373,2026-05-02,武汉,electronics,0,2.77,52.8,16.5,11.1,cardboard,14.98,83.0,0.0,9670.32,5.4079422382671485,2026-05
100464,2026-04-13,杭州,electronics,0,0.6,35.3,15.8,15.1,bubble,6.66,90.0,0.0,8421.874,11.100000000000001,2026-04
101350,2026-06-08,深圳,electronics,0,2.94,57.1,40.4,25.2,bubble,11.68,135.0,0.0,58132.368,3.9727891156462585,2026-06
100187,2026-06-26,西安,books,0,0.34,29.6,26.8,39.2,bubble,7.76,33.0,0.0,31096.576000000005,22.823529411764703,2026-06
